OrderID,CurrentClinicName1,CurrentClinicName2,CurrentClinicCity,CurrentClinicState,MedicalDirector,ND_NumIntentRet1,ND_NumIntentRet2,ND_NumIntentRet3,ND_NumIntentRet4,ND_IntentRetLB1,ND_IntentRetLB2,ND_IntentRetLB3,ND_IntentRetLB4,ND_IntentRetSingleLB1,ND_IntentRetSingleLB2,ND_IntentRetSingleLB3,ND_IntentRetSingleLB4,ND_NumRetrieve1,ND_NumRetrieve2,ND_NumRetrieve3,ND_NumRetrieve4,ND_RetrieveLB1,ND_RetrieveLB2,ND_RetrieveLB3,ND_RetrieveLB4,ND_RetrieveSingleLB1,ND_RetrieveSingleLB2,ND_RetrieveSingleLB3,ND_RetrieveSingleLB4,ND_NumTrans1,ND_NumTrans2,ND_NumTrans3,ND_NumTrans4,ND_TransLB1,ND_TransLB2,ND_TransLB3,ND_TransLB4,ND_TransSingleLB1,ND_TransSingleLB2,ND_TransSingleLB3,ND_TransSingleLB4,ND_IntentRetPerLB1,ND_IntentRetPerLB2,ND_IntentRetPerLB3,ND_IntentRetPerLB4,NewND_1IntentRetLB1,NewND_1IntentRetLB2,NewND_1IntentRetLB3,NewND_1IntentRetLB4,NewND_2IntentRetLB1,NewND_2IntentRetLB2,NewND_2IntentRetLB3,NewND_2IntentRetLB4,NewND_AllIntentRetLB1,NewND_AllIntentRetLB2,NewND_AllIntentRetLB3,NewND_AllIntentRetLB4,NewND_IntentRetPerNew1,NewND_IntentRetPerNew2,NewND_IntentRetPerNew3,NewND_IntentRetPerNew4,NewND_TransPerIntentRet1,NewND_TransPerIntentRet2,NewND_TransPerIntentRet3,NewND_TransPerIntentRet4,Donor_NumTrans1,Donor_NumTrans2,Donor_NumTrans3,Donor_NumTrans4,Donor_TransLB1,Donor_TransLB2,Donor_TransLB3,Donor_TransLB4,Donor_TranSingleLB1,Donor_TranSingleLB2,Donor_TranSingleLB3,Donor_TranSingleLB4,TotNumCycles1,TotNumCycles2,TotNumCycles3,TotNumCycles4,TotNumCyclesAll,CycleCancel1,CycleCancel2,CycleCancel3,CycleCancel4,CycleCancelAll,CycleStop1,CycleStop2,CycleStop3,CycleStop4,CycleStopAll,CycleFertPres1,CycleFertPres2,CycleFertPres3,CycleFertPres4,CycleFertPresAll,TransCarrier1,TransCarrier2,TransCarrier3,TransCarrier4,TransCarrierAll,TransFrozEmb1,TransFrozEmb2,TransFrozEmb3,TransFrozEmb4,TransFrozEmbAll,TransICSI1,TransICSI2,TransICSI3,TransICSI4,TransICSIAll,TransPGT1,TransPGT2,TransPGT3,TransPGT4,TransPGTAll,ReasonMale,ReasonEndo,ReasonTubal,ReasonOvul,ReasonUterine,ReasonPGT,ReasonCarrier,ReasonDOR,ReasonBank,ReasonPregLoss,ReasonOtherInfert,ReasonNonInfert,ReasonUnexplained,DonorEggService,DonatedEmbryoService,EmbryoCryoService,EggCryoService,GestCarrierService,SARTmember,LabAccred,NumResearch,CurrentStateAbbrev
328,UNIVERSITY HOSPITALS FERTILITY CENTER,,BEACHWOOD,OHIO,"Rebecca Flyckt, MD",157,59,80,22,40.8%,35.6%,31.3%,4.5%,38.9%,32.2%,28.8%,4.5%,124,46,53,7,51.6%,45.7%,47.2%,* / 7,49.2%,41.3%,43.4%,* / 7,146,59,45,6,43.8%,35.6%,55.6%,* / 6,41.8%,32.2%,51.1%,* / 6,2.5,2.8,3.2,22.0,41.1%,30.6%,32.1%,0 / 6,51.1%,44.4%,46.4%,0 / 6,55.6%,44.4%,53.6%,0 / 6,1.3,1.2,1.5,1.5,0.9,1.0,0.6,0.1,*,*,21,0,0 / *,* / *,66.7%,,0 / *,* / *,66.7%,,252,132,108,88,580,13.1%,22.7%,12.7%,23.6%,16.7%,16.7%,15.4%,14.0%,13.3%,15.4%,8.7%,2.3%,1.9%,1.1%,4.8%,0.7%,2.4%,3.4%,4.7%,2.2%,75.4%,78.3%,72.4%,69.8%,74.8%,97.8%,98.8%,100.0%,97.7%,98.4%,11.2%,15.7%,10.3%,11.6%,12.3%,30%,9%,14%,9%,2%,6%,1%,17%,24%,6%,15%,7%,17%,Yes,No,Yes,Yes,Yes,Yes,Yes,0,OH
329,BETHESDA FERTILITY CENTER,,CINCINNATI,OHIO,"Kasey Reynolds, MD",82,37,35,36,37.8%,21.6%,14.3%,5.6%,34.1%,18.9%,14.3%,5.6%,74,31,25,29,41.9%,25.8%,20.0%,6.9%,37.8%,22.6%,20.0%,6.9%,86,30,24,13,36.0%,26.7%,20.8%,* / 13,32.6%,23.3%,20.8%,* / 13,2.6,4.6,7.0,18.0,42.4%,25.0%,* / 16,* / 13,45.8%,25.0%,* / 16,* / 13,49.2%,25.0%,* / 16,* / 13,1.2,1.3,1.8,2.0,1.1,0.8,0.7,0.4,6,*,15,25,* / 6,0 / *,8 / 15,36.0%,* / 6,0 / *,6 / 15,24.0%,144,72,59,54,329,5.6%,20.5%,23.1%,13.3%,13.2%,10.8%,10.9%,14.0%,14.0%,11.9%,9.0%,4.2%,3.4%,3.7%,6.1%,1.1%,4.1%,6.3%,3.6%,3.1%,57.5%,65.3%,53.1%,67.9%,60.2%,79.3%,83.7%,87.5%,64.3%,79.6%,5.7%,14.3%,3.1%,0.0%,6.6%,17%,5%,9%,16%,4%,2%,2%,34%,28%,6%,5%,2%,11%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OH
330,INSTITUTE FOR REPRODUCTIVE HEALTH,,CINCINNATI,OHIO,"Sherif G. Awadalla, MD",329,143,99,55,59.9%,39.2%,23.2%,9.1%,55.9%,36.4%,18.2%,9.1%,314,131,90,43,62.7%,42.7%,25.6%,11.6%,58.6%,39.7%,20.0%,11.6%,421,165,88,38,46.8%,33.9%,26.1%,13.2%,43.7%,31.5%,20.5%,13.2%,1.7,2.6,4.3,11.0,65.2%,47.3%,30.0%,12.5%,71.7%,54.1%,32.0%,16.7%,72.1%,55.4%,32.0%,16.7%,1.1,1.3,1.3,1.3,1.3,1.3,1.0,0.6,*,35,46,9,* / *,42.9%,23.9%,5 / 9,* / *,34.3%,23.9%,* / 9,763,333,211,131,"1,438",7.3%,10.9%,15.7%,33.9%,11.6%,10.5%,7.9%,9.8%,9.8%,9.7%,1.3%,3.3%,3.3%,3.8%,2.3%,1.9%,2.8%,0.7%,3.4%,2.1%,58.9%,61.9%,55.1%,55.2%,58.8%,76.2%,76.1%,68.1%,71.3%,74.7%,9.5%,20.2%,13.8%,17.2%,13.2%,33%,13%,15%,29%,12%,5%,2%,16%,12%,4%,14%,3%,7%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OH
331,OHIO REPRODUCTIVE MEDICINE,,COLUMBUS,OHIO,"Grant E. Schmidt, MD, PhD",258,130,123,82,38.4%,34.6%,20.3%,7.3%,36.4%,31.5%,19.5%,7.3%,245,126,102,66,40.4%,35.7%,24.5%,9.1%,38.4%,32.5%,23.5%,9.1%,282,145,85,42,35.1%,31.0%,29.4%,14.3%,33.3%,28.3%,28.2%,14.3%,2.6,2.9,4.9,13.7,45.4%,39.0%,23.8%,13.5%,48.9%,42.7%,28.6%,16.2%,48.9%,43.9%,28.6%,16.2%,1.2,1.2,1.4,1.3,1.1,1.1,0.6,0.6,7,*,30,*,* / 7,0 / *,43.3%,* / *,* / 7,0 / *,40.0%,* / *,422,221,167,118,928,8.6%,10.6%,17.3%,15.9%,11.8%,23.6%,21.0%,22.0%,25.2%,22.9%,0.7%,2.7%,4.8%,1.7%,2.0%,2.1%,1.4%,1.0%,1.4%,1.7%,64.0%,71.6%,60.2%,52.8%,63.9%,39.2%,35.1%,29.6%,29.2%,35.4%,8.1%,11.5%,12.2%,6.9%,9.5%,24%,7%,15%,14%,4%,5%,1%,34%,8%,3%,10%,1%,18%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OH
332,SPRINGCREEK FERTILITY,,DAYTON,OHIO,"Jeremy M. Groll, MD",127,51,42,15,67.7%,54.9%,26.2%,* / 15,63.8%,54.9%,26.2%,* / 15,126,49,41,14,68.3%,57.1%,26.8%,* / 14,64.3%,57.1%,26.8%,* / 14,152,46,39,10,56.6%,60.9%,28.2%,* / 10,53.3%,60.9%,28.2%,* / 10,1.5,1.8,3.8,3.8,71.2%,57.1%,33.3%,* / 9,73.1%,65.7%,33.3%,* / 9,74.0%,65.7%,33.3%,* / 9,1.1,1.2,1.2,1.0,1.2,0.9,1.0,0.6,5,8,24,7,* / 5,* / 8,45.8%,* / 7,* / 5,0 / 8,45.8%,0 / 7,341,136,92,54,623,1.4%,5.5%,4.9%,14.3%,3.8%,4.1%,3.8%,8.9%,5.9%,4.9%,2.3%,7.4%,5.4%,1.9%,3.9%,1.0%,6.2%,2.0%,2.9%,2.5%,97.4%,97.5%,96.0%,80.0%,95.6%,86.7%,71.6%,86.0%,68.6%,81.4%,30.8%,30.9%,20.0%,31.4%,29.4%,61%,9%,10%,17%,1%,23%,1%,44%,41%,7%,30%,6%,2%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OH
333,THE FERTILITY WELLNESS INSTITUTE OF OHIO,,WEST CHESTER,OHIO,"Neeoo W. Chin, MD",22,8,*,6,50.0%,* / 8,* / *,* / 6,40.9%,* / 8,* / *,* / 6,19,8,*,5,11 / 19,* / 8,* / *,* / 5,9 / 19,* / 8,* / *,* / 5,22,7,*,6,50.0%,* / 7,* / *,* / 6,40.9%,* / 7,* / *,* / 6,2.0,2.0,3.0,6.0,7 / 12,* / 5,0 / *,0 / *,8 / 12,* / 5,* / *,* / *,8 / 12,* / 5,* / *,* / *,1.3,1.4,1.5,1.3,1.1,0.9,1.3,1.0,0,0,*,0,,,0 / *,,,,0 / *,,79,64,22,9,174,0.0%,12.5%,* / 15,* / 8,8.0%,1.3%,5.1%,0.0%,* / 6,4.2%,0.0%,0.0%,0.0%,0 / 9,0.0%,0.0%,0.0%,0 / 18,0 / *,0.0%,46.0%,52.2%,7 / 18,* / *,47.3%,77.8%,84.8%,16 / 18,* / *,81.4%,0.0%,6.5%,0 / 18,0 / *,2.3%,24%,29%,21%,29%,13%,5%,0%,24%,18%,6%,3%,0%,2%,Yes,No,Yes,Yes,No,Yes,Yes,0,OH
334,UC CENTER FOR REPRODUCTIVE HEALTH,,WEST CHESTER,OHIO,"Suruchi S. Thakore, MD",110,38,35,15,32.7%,28.9%,14.3%,* / 15,30.0%,23.7%,8.6%,* / 15,91,29,29,9,39.6%,37.9%,17.2%,* / 9,36.3%,31.0%,10.3%,* / 9,115,39,28,*,31.3%,28.2%,17.9%,* / *,28.7%,23.1%,10.7%,* / *,3.1,3.5,7.0,15.0,30.7%,22.7%,14.3%,0 / 11,40.0%,36.4%,14.3%,0 / 11,41.3%,40.9%,14.3%,* / 11,1.3,1.5,1.3,1.4,1.1,1.0,0.8,0.3,*,5,9,22,* / *,* / 5,* / 9,36.4%,* / *,* / 5,* / 9,36.4%,203,109,53,35,400,17.0%,20.8%,22.2%,8 / 19,20.9%,8.7%,10.2%,12.8%,3.7%,9.3%,7.4%,6.4%,7.5%,0.0%,6.5%,1.5%,1.3%,0.0%,4.3%,1.5%,63.5%,64.1%,61.1%,60.9%,63.1%,70.8%,69.2%,61.1%,56.5%,67.9%,8.0%,11.5%,8.3%,13.0%,9.5%,42%,9%,16%,26%,2%,3%,1%,15%,15%,7%,34%,13%,6%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OH
335,REPRODUCTIVE GYNECOLOGY & INFERTILITY-WESTERVILLE,,WESTERVILLE,OHIO,"David M. Nash, MD",173,59,43,33,68.8%,66.1%,41.9%,12.1%,68.2%,62.7%,41.9%,12.1%,165,57,39,27,72.1%,68.4%,46.2%,14.8%,71.5%,64.9%,46.2%,14.8%,183,65,38,17,65.0%,60.0%,47.4%,* / 17,64.5%,56.9%,47.4%,* / 17,1.5,1.5,2.4,8.3,70.1%,64.3%,45.2%,* / 16,75.7%,71.4%,45.2%,* / 16,75.7%,71.4%,45.2%,* / 16,1.1,1.1,1.1,1.4,1.1,1.0,0.8,0.6,0,0,34,*,,,61.8%,* / *,,,61.8%,* / *,506,226,124,113,969,2.3%,3.4%,7.8%,14.0%,4.6%,8.6%,12.6%,12.5%,17.0%,10.9%,2.2%,2.7%,1.6%,0.0%,2.0%,2.7%,1.7%,0.0%,0.0%,1.8%,97.7%,99.1%,94.0%,98.1%,97.6%,51.9%,55.2%,44.8%,48.1%,51.3%,84.7%,78.4%,79.1%,75.9%,81.6%,18%,2%,7%,19%,16%,4%,<1%,44%,36%,6%,7%,<1%,10%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OH
336,BENNETT FERTILITY INSTITUTE,,OKLAHOMA CITY,OKLAHOMA,"David Kallenberger, MD",103,45,31,10,49.5%,35.6%,35.5%,0 / 10,43.7%,31.1%,29.0%,0 / 10,98,41,29,8,52.0%,39.0%,37.9%,0 / 8,45.9%,34.1%,31.0%,0 / 8,118,49,25,*,43.2%,32.7%,44.0%,0 / *,38.1%,28.6%,36.0%,0 / *,2.0,2.8,2.8,,50.6%,38.2%,39.1%,0 / 6,57.0%,38.2%,47.8%,0 / 6,57.0%,38.2%,47.8%,0 / 6,1.1,1.0,1.1,1.3,1.2,1.1,0.9,0.3,0,*,5,5,,* / *,0 / 5,* / 5,,* / *,0 / 5,0 / 5,156,65,32,13,266,3.7%,14.3%,30.0%,0 / *,10.1%,14.4%,13.3%,23.1%,* / 13,15.5%,0.6%,1.5%,3.1%,* / 13,1.5%,0.8%,0.0%,0 / 15,0 / 8,0.5%,55.6%,60.9%,9 / 15,6 / 8,58.0%,75.8%,71.7%,11 / 15,* / 8,73.6%,9.7%,19.6%,* / 15,* / 8,14.5%,64%,13%,19%,12%,3%,6%,0%,7%,12%,1%,11%,2%,6%,Yes,Yes,Yes,Yes,No,Yes,Yes,0,OK
337,OU PHYSICIANS REPRODUCTIVE MEDICINE,,OKLAHOMA CITY,OKLAHOMA,"LaTasha B. Craig, MD",111,41,31,21,59.5%,46.3%,19.4%,0.0%,54.1%,43.9%,19.4%,0.0%,107,39,30,16,61.7%,48.7%,20.0%,0 / 16,56.1%,46.2%,20.0%,0 / 16,139,44,28,14,47.5%,43.2%,21.4%,0 / 14,43.2%,40.9%,21.4%,0 / 14,1.7,2.2,5.2,,60.7%,55.6%,* / 15,0 / 8,66.7%,55.6%,* / 15,0 / 8,69.0%,55.6%,* / 15,0 / 8,1.2,1.2,1.3,1.6,1.3,1.2,1.0,0.6,*,10,9,14,0 / *,5 / 10,0 / 9,* / 14,0 / *,5 / 10,0 / 9,* / 14,211,94,64,41,410,5.4%,5.5%,8.3%,* / 18,5.9%,6.3%,6.6%,3.3%,5.0%,5.8%,2.8%,4.3%,1.6%,2.4%,2.9%,3.1%,0.0%,4.1%,0.0%,2.2%,53.7%,43.1%,53.1%,47.1%,50.5%,80.2%,80.6%,57.1%,67.6%,75.4%,25.3%,15.3%,24.5%,2.9%,20.5%,51%,6%,15%,23%,6%,6%,1%,13%,14%,4%,34%,0%,9%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OK
338,TULSA FERTILITY CENTER,,TULSA,OKLAHOMA,"Stanley G. Prough, MD",109,45,28,8,32.1%,24.4%,25.0%,* / 8,23.9%,20.0%,25.0%,* / 8,104,41,27,8,33.7%,26.8%,25.9%,* / 8,25.0%,22.0%,25.9%,* / 8,75,20,11,*,46.7%,55.0%,7 / 11,* / *,34.7%,45.0%,7 / 11,* / *,3.1,4.1,4.0,8.0,34.7%,18.2%,* / 12,0 / *,41.3%,22.7%,6 / 12,0 / *,41.3%,27.3%,6 / 12,0 / *,1.2,1.4,1.4,1.0,0.7,0.4,0.5,0.0,0,0,6,*,,,* / 6,* / *,,,* / 6,* / *,179,56,35,21,291,2.3%,9.1%,* / 19,* / 14,5.2%,6.8%,7.5%,21.2%,25.0%,9.9%,0.0%,0.0%,2.9%,0.0%,0.3%,0.0%,4.5%,0 / 15,0 / 6,0.7%,98.9%,100.0%,15 / 15,6 / 6,99.3%,94.5%,100.0%,14 / 15,* / 6,93.3%,49.5%,63.6%,10 / 15,* / 6,53.7%,74%,4%,11%,15%,0%,38%,1%,18%,42%,2%,55%,0%,5%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OK
339,THE FERTILITY CENTER OF OREGON,,EUGENE,OREGON,"Douglas J. Austin, MD",55,37,27,15,60.0%,24.3%,11.1%,* / 15,41.8%,18.9%,11.1%,* / 15,54,34,25,11,61.1%,26.5%,12.0%,* / 11,42.6%,20.6%,12.0%,* / 11,67,22,12,*,49.3%,40.9%,* / 12,* / *,34.3%,31.8%,* / 12,* / *,1.7,4.1,9.0,7.5,62.2%,40.0%,* / 19,* / 9,64.4%,40.0%,* / 19,* / 9,64.4%,40.0%,* / 19,* / 9,1.1,1.5,1.3,1.4,1.2,0.6,0.5,0.2,13,0,10,*,* / 13,,6 / 10,* / *,* / 13,,5 / 10,0 / *,83,61,45,43,232,0.0%,2.6%,6.3%,6.9%,3.3%,3.6%,0.0%,0.0%,0.0%,1.3%,2.4%,3.3%,0.0%,2.3%,2.2%,3.0%,0.0%,8.7%,0.0%,2.5%,47.8%,51.2%,56.5%,58.3%,51.6%,97.0%,97.7%,100.0%,95.8%,97.5%,22.4%,30.2%,26.1%,37.5%,27.4%,30%,7%,8%,28%,1%,3%,2%,49%,31%,6%,0%,0%,3%,Yes,Yes,Yes,Yes,Yes,No,No,0,OR
340,OREGON FERTILITY INSTITUTE,,PORTLAND,OREGON,"Aimee Chang, MD",7,11,12,12,* / 7,* / 11,* / 12,* / 12,* / 7,* / 11,* / 12,* / 12,7,11,11,11,* / 7,* / 11,* / 11,* / 11,* / 7,* / 11,* / 11,* / 11,7,7,*,*,* / 7,* / 7,* / *,* / *,* / 7,* / 7,* / *,* / *,1.8,3.7,6.0,6.0,* / 5,* / *,0 / *,0 / *,* / 5,* / *,* / *,0 / *,* / 5,* / *,* / *,0 / *,1.2,1.3,1.3,1.0,1.0,1.3,0.3,0.0,0,0,*,0,,,* / *,,,,0 / *,,19,23,12,21,75,0 / 5,0 / 13,0 / 9,0 / 12,0.0%,0 / 19,0.0%,* / 12,14.3%,8.0%,0 / 19,0.0%,0 / 12,4.8%,1.3%,* / 14,0 / 10,0 / *,* / 10,8.1%,14 / 14,10 / 10,* / *,9 / 10,97.3%,11 / 14,10 / 10,* / *,10 / 10,91.9%,11 / 14,10 / 10,* / *,8 / 10,86.5%,17%,13%,3%,15%,1%,4%,1%,59%,51%,8%,0%,0%,4%,Yes,Yes,Yes,Yes,Yes,No,Yes,0,OR
341,ORM FERTILITY-PORTLAND,,PORTLAND,OREGON,"John S. Hesla, MD",218,188,169,142,53.7%,41.5%,23.1%,12.7%,47.2%,34.0%,20.1%,12.0%,199,170,136,114,58.8%,45.9%,28.7%,15.8%,51.8%,37.6%,25.0%,14.9%,195,145,88,32,60.0%,53.8%,44.3%,56.3%,52.8%,44.1%,38.6%,53.1%,1.9,2.4,4.3,7.9,59.5%,42.1%,22.0%,12.9%,64.7%,48.1%,28.6%,14.3%,65.3%,48.9%,29.7%,18.6%,1.1,1.2,1.3,1.4,1.0,0.8,0.6,0.2,6,0,393,61,5 / 6,,63.1%,49.2%,* / 6,,57.3%,39.3%,597,581,513,571,"2,262",3.9%,7.1%,12.1%,16.8%,9.6%,6.8%,7.5%,9.3%,11.7%,8.8%,6.9%,4.1%,5.3%,2.3%,4.6%,23.9%,25.6%,26.3%,51.5%,31.7%,82.7%,92.1%,94.2%,97.6%,91.4%,93.3%,92.1%,85.7%,81.8%,88.5%,74.2%,84.9%,84.2%,88.9%,82.8%,16%,5%,5%,9%,4%,5%,15%,26%,42%,6%,14%,3%,10%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OR
342,UNIVERSITY FERTILITY CONSULTANTS,OREGON HEALTH & SCIENCE UNIVERSITY,PORTLAND,OREGON,"Diana H. Wu, MD",109,74,91,61,62.4%,52.7%,33.0%,8.2%,59.6%,48.6%,31.9%,8.2%,100,68,87,41,68.0%,57.4%,34.5%,12.2%,65.0%,52.9%,33.3%,12.2%,122,65,68,14,55.7%,60.0%,44.1%,5 / 14,53.3%,55.4%,42.6%,5 / 14,1.6,1.9,3.0,12.2,65.2%,56.3%,29.6%,6.5%,73.0%,64.6%,42.6%,12.9%,73.0%,66.7%,48.1%,16.1%,1.1,1.3,1.4,1.5,1.1,0.8,0.8,0.3,*,*,23,10,* / *,* / *,43.5%,5 / 10,* / *,* / *,39.1%,5 / 10,267,199,194,136,796,2.4%,8.8%,5.2%,6.3%,5.4%,4.5%,4.2%,6.9%,6.8%,5.4%,10.5%,11.6%,10.3%,6.6%,10.1%,4.2%,5.1%,7.2%,8.3%,5.9%,93.7%,93.9%,94.8%,94.4%,94.1%,94.4%,99.0%,86.6%,84.7%,92.0%,45.1%,61.6%,62.9%,59.7%,55.9%,32%,8%,15%,17%,4%,2%,1%,28%,43%,9%,11%,3%,7%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OR
343,FAMILY FERTILITY CENTER,,BETHLEHEM,PENNSYLVANIA,"H. Christina Lee, MD",27,17,11,*,55.6%,10 / 17,* / 11,0 / *,48.1%,9 / 17,* / 11,0 / *,27,17,11,*,55.6%,10 / 17,* / 11,0 / *,48.1%,9 / 17,* / 11,0 / *,27,21,8,0,55.6%,47.6%,* / 8,,48.1%,42.9%,* / 8,,1.8,1.7,3.7,,8 / 16,8 / 10,* / 5,,12 / 16,8 / 10,* / 5,,13 / 16,8 / 10,* / 5,,1.4,1.0,2.0,,1.0,1.3,0.7,,0,0,0,*,,,,* / *,,,,* / *,57,28,16,5,106,3.6%,0 / 12,0 / 9,0 / *,2.0%,16.1%,3.6%,* / 16,0 / 5,11.4%,0.0%,0.0%,0 / 16,0 / 5,0.0%,0.0%,0.0%,0 / 8,0 / *,0.0%,87.5%,71.4%,7 / 8,* / *,82.8%,81.3%,85.7%,7 / 8,* / *,84.4%,0.0%,42.9%,* / 8,* / *,25.0%,61%,16%,12%,31%,2%,1%,0%,13%,31%,4%,9%,5%,12%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
344,MAIN LINE FERTILITY & REPRODUCTIVE MEDICINE,,BRYN MAWR,PENNSYLVANIA,"Michael J. Glassner, MD",312,209,189,148,43.9%,31.1%,22.2%,7.4%,42.0%,30.1%,21.2%,7.4%,292,185,161,126,46.9%,35.1%,26.1%,8.7%,44.9%,34.1%,24.8%,8.7%,284,156,113,44,48.2%,41.7%,37.2%,25.0%,46.1%,40.4%,35.4%,25.0%,2.3,3.2,4.5,13.5,45.6%,38.4%,20.9%,6.0%,55.4%,45.5%,31.4%,16.0%,60.0%,48.5%,34.9%,16.0%,1.3,1.4,1.5,1.7,0.9,0.8,0.6,0.3,*,37,57,22,0 / *,35.1%,50.9%,40.9%,0 / *,32.4%,49.1%,36.4%,619,438,323,272,"1,652",9.3%,12.5%,20.6%,19.3%,13.9%,14.1%,13.8%,19.6%,24.1%,16.6%,3.4%,4.6%,2.2%,2.2%,3.3%,0.6%,0.4%,3.7%,6.1%,2.0%,81.6%,86.6%,84.6%,62.1%,80.5%,44.2%,44.0%,37.0%,34.8%,41.3%,51.9%,62.5%,59.9%,39.4%,54.4%,16%,4%,9%,15%,1%,6%,1%,25%,31%,6%,10%,3%,20%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
345,GEISINGER MEDICAL CENTER FERTILITY PROGRAM,,DANVILLE,PENNSYLVANIA,"Jennifer Gell, MD",56,28,32,12,32.1%,32.1%,12.5%,0 / 12,28.6%,28.6%,12.5%,0 / 12,51,25,31,11,35.3%,36.0%,12.9%,0 / 11,31.4%,32.0%,12.9%,0 / 11,44,20,14,0,40.9%,45.0%,* / 14,,36.4%,40.0%,* / 14,,3.1,3.1,8.0,,34.1%,7 / 19,15.0%,0 / 7,36.6%,8 / 19,20.0%,0 / 7,36.6%,8 / 19,20.0%,0 / 7,1.2,1.2,1.4,1.1,0.8,0.8,0.4,0.0,0,0,6,*,,,0 / 6,0 / *,,,0 / 6,0 / *,122,75,40,28,265,8.1%,10.3%,4.5%,* / 12,10.4%,10.3%,12.7%,7.7%,37.5%,13.1%,0.8%,2.7%,5.0%,0.0%,1.9%,0.0%,0.0%,0 / 17,* / 11,0.8%,100.0%,100.0%,17 / 17,11 / 11,100.0%,94.6%,88.2%,17 / 17,* / 11,87.3%,62.5%,79.4%,13 / 17,5 / 11,67.8%,18%,4%,7%,21%,2%,3%,<1%,19%,38%,3%,12%,5%,15%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
346,SINCERA REPRODUCTIVE MEDICINE,FORMERLY KNOWN AS ABINGTON REPRODUCTIVE MEDICINE,FORT WASHINGTON,PENNSYLVANIA,"Larry Barmat, MD",204,112,93,52,52.5%,38.4%,28.0%,7.7%,49.5%,35.7%,23.7%,7.7%,180,101,85,39,59.4%,42.6%,30.6%,10.3%,56.1%,39.6%,25.9%,10.3%,216,103,83,27,49.5%,41.7%,31.3%,14.8%,46.8%,38.8%,26.5%,14.8%,1.9,2.6,3.6,13.0,51.5%,45.1%,34.1%,3.8%,60.0%,46.5%,38.6%,7.7%,62.3%,46.5%,38.6%,7.7%,1.2,1.2,1.2,1.7,1.1,0.9,1.0,0.5,*,8,26,5,0 / *,* / 8,34.6%,* / 5,0 / *,* / 8,34.6%,* / 5,373,179,124,94,770,8.5%,18.7%,20.3%,20.4%,14.6%,22.1%,21.0%,15.5%,25.3%,21.2%,1.6%,1.1%,0.0%,0.0%,1.0%,0.0%,0.9%,2.7%,4.2%,1.1%,76.3%,68.5%,63.5%,58.3%,70.7%,74.7%,74.8%,62.2%,72.9%,72.6%,14.9%,24.3%,24.3%,20.8%,19.2%,39%,6%,7%,21%,7%,11%,<1%,23%,17%,7%,21%,4%,3%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
347,PENN STATE MILTON S. HERSHEY MEDICAL CENTER,,HERSHEY,PENNSYLVANIA,"Samantha Butts, MD",27,7,9,*,55.6%,* / 7,* / 9,0 / *,51.9%,* / 7,* / 9,0 / *,27,6,6,*,55.6%,* / 6,* / 6,0 / *,51.9%,* / 6,* / 6,0 / *,43,8,7,*,34.9%,* / 8,* / 7,0 / *,32.6%,* / 8,* / 7,0 / *,1.8,1.8,9.0,,60.9%,* / *,0 / *,0 / *,60.9%,* / *,0 / *,0 / *,60.9%,* / *,0 / *,0 / *,1.0,1.0,1.5,1.0,1.6,1.0,0.5,1.0,0,0,0,*,,,,* / *,,,,* / *,81,28,21,0,130,15.7%,* / 15,* / 15,,16.0%,11.0%,11.1%,0 / 17,,9.4%,8.6%,0.0%,9.5%,,6.9%,0.0%,0.0%,0 / 14,,0.0%,50.9%,52.2%,6 / 14,,50.0%,92.5%,91.3%,12 / 14,,91.1%,0.0%,4.3%,* / 14,,2.2%,14%,11%,8%,17%,2%,2%,0%,8%,12%,0%,9%,2%,28%,No,No,Yes,Yes,No,Yes,Yes,0,PA
